speaker,timestamp,utterance,annotation,vote,start,end,startRole,endRole,player_index,dominance,valence,arousal
Mike,02:01,I don't want to reveal that yet.,['Defense'],0.0,121.0,123.0,Robber,Robber,3.0,0.48900008,0.49203858,0.41487563
Mitchell,02:03,I was boring. I was one of these two.,['Evidence'],3.0,123.0,126.0,Drunk,Insomniac,0.0,0.6015758,0.16864938,0.51802397
Mike,02:06,You mean insomniac? A drunk's not boring. It's pretty exciting.,['Interrogation'],0.0,126.0,129.0,Robber,Robber,3.0,0.64300525,0.56110454,0.62346405
Mitchell,02:10,It was boring for me. Who were you?,['Interrogation'],3.0,130.0,138.0,Drunk,Insomniac,0.0,0.6913783,0.5816404,0.6835884
Mitchell,02:18,Oh.,['No Strategy'],3.0,138.0,141.0,Drunk,Insomniac,0.0,0.69712186,0.71095467,0.7420099
Mike,02:21,"Oh, no. I don't think you were.",['Accusation'],0.0,141.0,143.0,Robber,Robber,3.0,0.64208996,0.6633706,0.7233594
Mitchell,02:23,We got two seers. We got two seers.,['No Strategy'],3.0,143.0,146.0,Drunk,Insomniac,0.0,0.57736546,0.663373,0.55613863
Mitchell,02:27,"And a troublemaker. Ok, so obviously one of them were a werewolf.",['Accusation'],3.0,147.0,150.0,Drunk,Insomniac,0.0,0.77394557,0.29730776,0.75966346
Caitlynn,02:30,I did switch.,['Evidence'],3.0,150.0,153.0,Troublemaker,Troublemaker,2.0,0.55353767,0.39685807,0.48775083
Mitchell,02:35,"Was I involved in the switch? No, so it was these two.",['Interrogation'],3.0,155.0,158.0,Drunk,Insomniac,0.0,0.61194164,0.44283715,0.6090025
Chris,02:39,Interesting.,['No Strategy'],3.0,159.0,163.0,Werewolf,Werewolf,1.0,0.688733,0.8122477,0.70499706
Mitchell,02:43,"So, obviously, one of you is a werewolf and now the other one's a werewolf. So, come clean.",['Accusation'],3.0,163.0,170.0,Drunk,Insomniac,0.0,0.53992516,0.61824226,0.50209385
Caitlynn,02:51,I switched Chris.,['Evidence'],3.0,171.0,175.0,Troublemaker,Troublemaker,2.0,0.60375726,0.6867308,0.6294532
Chris,02:55,And not Mitch?,['Interrogation'],3.0,175.0,179.0,Werewolf,Werewolf,1.0,0.804272,0.815961,0.8472068
Mike,02:59,And not Mitch. That's what you revealed. So I'm confirming that you switched.,['No Strategy'],0.0,179.0,182.0,Robber,Robber,3.0,0.71673656,0.8276358,0.7926358
Caitlynn,03:02,I could've switched Mitch because he's not saying what he is and you guys are fighting over it. So.,['Defense'],3.0,182.0,187.0,Troublemaker,Troublemaker,2.0,0.66423774,0.5317365,0.72295547
Chris,03:07,But didn't you already say not Mitch?,['Interrogation'],3.0,187.0,190.0,Werewolf,Werewolf,1.0,0.48831016,0.4455305,0.47285044
Chris,03:10,Ok.,['No Strategy'],3.0,190.0,195.0,Werewolf,Werewolf,1.0,0.23159143,0.2644666,0.21221247
Mitchell,03:15,"All right, Mike. You started as a werewolf.",['Accusation'],3.0,195.0,198.0,Drunk,Insomniac,0.0,0.57315034,0.6863272,0.56104666
Mitchell,03:19,Yup.,['No Strategy'],3.0,199.0,201.0,Drunk,Insomniac,0.0,0.65807563,0.76282144,0.6517745
Mike,03:21,Who? I looked at two in the center.,['Evidence'],0.0,201.0,203.0,Robber,Robber,3.0,0.634832,0.81086516,0.6575285
Mike,03:24,I saw a werewolf and a good card and I'm not going to reveal which one it is.,['Evidence'],0.0,204.0,207.0,Robber,Robber,3.0,0.5975691,0.7671343,0.5619528
Chris,03:28,I saw a werewolf and the drunk in the middle.,['Evidence'],3.0,208.0,211.0,Werewolf,Werewolf,1.0,0.55543625,0.21859843,0.47239882
Mike,03:31,"Oh, so you're not.",['Accusation'],0.0,211.0,216.0,Robber,Robber,3.0,0.37026572,0.49260047,0.33784145
Mike,03:38,I didn't point out which ones I looked at.,['Defense'],0.0,218.0,221.0,Robber,Robber,3.0,0.67420965,0.64264935,0.7200947
Mike,03:41,I'm not going to reveal that because I know I'm a seer. So I don't think he still had drunk in the center. So I believe you're still the drunk. So I don't want to tell you which the werewolf was yet.,"['Identity Declaration', 'Defense']",0.0,221.0,229.0,Robber,Robber,3.0,0.71586764,0.2596615,0.731847
Mitchell,03:49,"I have a very strong opinion of which one's the werewolf, but I don't want to say anything until I know who got switched.",['Accusation'],3.0,229.0,237.0,Drunk,Insomniac,0.0,0.6371078,0.65879726,0.59926975
Caitlynn,03:57,"If Mitchell thought he was the werewolf, it wouldn't have mattered if I switched him. He would've thought he was the drunk. Wouldn't have mattered because he would switch after I switched him.",['Defense'],3.0,237.0,248.0,Troublemaker,Troublemaker,2.0,0.5639608,0.28803676,0.5326588
Mitchell,04:08,"Oh, I didn't think of that.",['No Strategy'],3.0,248.0,251.0,Drunk,Insomniac,0.0,0.6660656,0.7571174,0.6640651
Mitchell,04:11,"I'm an idiot. So even if you made me the werewolf, then I would've werewolfed myself possibly.",['No Strategy'],3.0,251.0,256.0,Drunk,Insomniac,0.0,0.6349632,0.611102,0.67143214
Mike,04:17,So it was me and Chris.,['Evidence'],0.0,257.0,259.0,Robber,Robber,3.0,0.45885193,0.45389935,0.39074147
Mike,04:21,So now he's the werewolf.,['Accusation'],0.0,261.0,268.0,Robber,Robber,3.0,0.7397934,0.59324074,0.7893096
Chris,04:28,What is wrong with you?,['Interrogation'],3.0,268.0,272.0,Werewolf,Werewolf,1.0,0.78064555,0.89207983,0.81747353
Chris,04:32,Because I 100% percent was the werewolf. The lone werewolf.,['Identity Declaration'],3.0,272.0,275.0,Werewolf,Werewolf,1.0,0.5720322,0.7005666,0.57747227
Mitchell,04:35,"Oh, I see what you did. You took. You got one step ahead of it because he was the werewolf.",['No Strategy'],3.0,275.0,281.0,Drunk,Insomniac,0.0,0.8363906,0.7479715,0.8960539
Mike,04:41,"Exactly, I never said I was the werewolf.",['No Strategy'],0.0,281.0,283.0,Robber,Robber,3.0,0.7411664,0.71857184,0.843904
Mitchell,04:43,But you knew what was going to happen.,['No Strategy'],3.0,283.0,285.0,Drunk,Insomniac,0.0,0.80964637,0.5407144,0.9425623
Chris,04:45,Now he found out he was the werewolf.,['No Strategy'],3.0,285.0,287.0,Werewolf,Werewolf,1.0,0.8241974,0.6617672,0.91839975
Mike,04:47,"Now, no. He's now freaking out because he thinks he's the werewolf because they got switched.",['No Strategy'],0.0,287.0,291.0,Robber,Robber,3.0,0.72796714,0.5190516,0.8021406
Chris,04:51,"So then if you were the werewolf off the start, which card did you look at in the middle? Because there was only one werewolf.",['Interrogation'],3.0,291.0,295.0,Werewolf,Werewolf,1.0,0.65122736,0.68577325,0.69938433
Mitchell,04:55,Yeah. Which card?,['Interrogation'],3.0,295.0,300.0,Drunk,Insomniac,0.0,0.62683403,0.6409142,0.60436434
Mike,05:00,Which card? I saw the.,['No Strategy'],0.0,300.0,303.0,Robber,Robber,3.0,0.7449095,0.76374054,0.7877215
Mike,05:03,That is scary. I saw one werewolf enter.,['Evidence'],0.0,303.0,310.0,Robber,Robber,3.0,0.90748364,0.8468824,1.0096122
Mitchell,05:10,That's my lifelong friend and I don't recognize him.,['No Strategy'],3.0,310.0,315.0,Drunk,Insomniac,0.0,0.7669164,0.81418073,0.8373916
Mike,05:15,I saw a werewolf in the center. I still saw the werewolf.,['Evidence'],0.0,315.0,319.0,Robber,Robber,3.0,0.7938732,0.8874258,0.8399811
Chris,05:19,So I was the werewolf and I saw the seer in the center.,"['Identity Declaration', 'Evidence']",3.0,319.0,321.0,Werewolf,Werewolf,1.0,0.71473247,0.7202486,0.7845189
Mitchell,05:21,Yes. I believe he was the werewolf.,['Accusation'],3.0,321.0,324.0,Drunk,Insomniac,0.0,0.8055166,0.88204235,0.8639922
Chris,05:24,Which is why I wanted to call the seer at the start. This card was the seer.,['Evidence'],3.0,324.0,328.0,Werewolf,Werewolf,1.0,0.56804955,0.4858103,0.5594451
Mitchell,05:28,"I believe he was the werewolf because he said he saw a drunk and I was the drunk. And then, so now you're the werewolf.",['Accusation'],3.0,328.0,333.0,Drunk,Insomniac,0.0,0.6057927,0.15872963,0.53793055
Mike,05:33,All right.,['No Strategy'],0.0,333.0,336.0,Robber,Robber,3.0,0.38222712,0.47567374,0.3509285
Chris,05:36,"Yeah, let's kill Mike.",['Call for Action'],3.0,336.0,338.0,Werewolf,Werewolf,1.0,0.65883577,0.73326004,0.74315274
Justin,01:20,There you go Mitch.,['No Strategy'],2.0,80.0,82.0,Werewolf,Werewolf,0.0,0.78360903,0.41930088,0.8312775
Mitchell,01:22,It's my turn.,['No Strategy'],0.0,82.0,98.0,Insomniac,Insomniac,2.0,0.67422026,0.67894924,0.6732331
Justin,01:38,Just kidding.,['No Strategy'],2.0,98.0,103.0,Werewolf,Werewolf,0.0,0.40656704,0.4045182,0.37287426
Mike,01:43,"Okay, so I looked at two in the center, did not see anywhere werewolves. There were two good cards.",['No Strategy'],0.0,103.0,110.0,Seer,Seer,4.0,0.5469708,0.6680785,0.50509375
Justin,01:53,Yeah. Good cards.,['No Strategy'],2.0,113.0,116.0,Werewolf,Werewolf,0.0,0.46495998,0.49214444,0.50686806
Mike,01:56,Good Cards. Good cards. Werewolves.,['No Strategy'],0.0,116.0,123.0,Seer,Seer,4.0,0.6805934,0.8821704,0.6945207
Justin,02:03,So Mitch...,['Defense'],2.0,123.0,125.0,Werewolf,Werewolf,0.0,0.47060046,0.36361292,0.4361555
Mike,02:05,So be careful. What you choose,['Interrogation'],0.0,125.0,127.0,Seer,Seer,4.0,0.65379715,0.7310443,0.647745
Mitchell,02:07,My role's already out on the f*cking table. I fucking hate this game. You piece of shit.,['Defense'],0.0,127.0,137.0,Insomniac,Insomniac,2.0,0.76677,0.8403642,0.7973726
Justin,02:17,I don't believe that for a second.,['Defense'],2.0,137.0,139.0,Werewolf,Werewolf,0.0,0.6848798,0.1701303,0.68210626
Caitlynn,02:20,No way did you do it four games in a row.,['No Strategy'],2.0,140.0,142.0,Werewolf,Werewolf,1.0,0.8195566,0.38764128,0.8963754
Justin,02:25,"Wait can I ask, did you wake up as it?",['Interrogation'],2.0,145.0,148.0,Werewolf,Werewolf,0.0,0.7965385,0.21767437,0.8763182
Mitchell,02:28,Correct. No one swapped me. I will say that with confidence.,"['Defense', 'Evidence']",0.0,148.0,151.0,Insomniac,Insomniac,2.0,0.71321046,0.4452324,0.68277395
Mike,02:31,I want you just to tell me which card you looked at. Okay.,['Call for Action'],0.0,151.0,155.0,Seer,Seer,4.0,0.64559805,0.58895576,0.6463407
Brad,02:35,Oh. That's a problem.,['Defense'],2.0,155.0,158.0,Tanner,Tanner,3.0,0.29233712,0.40087768,0.2301942
Brad,02:39,"Because now everyone knows the cards in the middle. Well, Caitlynn and Mike do.",['Evidence'],2.0,159.0,163.0,Tanner,Tanner,3.0,0.27222857,0.29506838,0.19368193
Mike,02:43,"Yeah, together. We'll know all the cards in the middle.",['Evidence'],0.0,163.0,166.0,Seer,Seer,4.0,0.48279613,0.58356935,0.41620344
Mitchell,02:47,Let's combine her powers. I have zero info.,['Defense'],0.0,167.0,171.0,Insomniac,Insomniac,2.0,0.5554174,0.7552882,0.5352077
Mike,02:51,Although she could be bad cause I did not look at it.,['Defense'],0.0,171.0,174.0,Seer,Seer,4.0,0.47866997,0.4687619,0.4146844
Caitlynn,02:54,It's true. I could be anything.,['Defense'],2.0,174.0,176.0,Werewolf,Werewolf,1.0,0.58839023,0.58215266,0.6193247
Mike,02:56,"I did. I looked at these two, and they were good. And one of them was the witch. So there's no other messing with the center.","['Defense', 'Evidence']",0.0,176.0,186.0,Seer,Seer,4.0,0.53148353,0.51148975,0.46121848
Justin,03:08,"Well, it seems Brad and I-",['Accusation'],2.0,188.0,190.0,Werewolf,Werewolf,0.0,0.66240835,0.76627934,0.67418426
Mitchell,03:13,I believe that because I didn't get swapped once.,['Defense'],0.0,193.0,195.0,Insomniac,Insomniac,2.0,0.6286234,0.4982867,0.63651997
Mitchell,03:15,So I think Mike's good.,"['Defense', 'Evidence']",0.0,195.0,200.0,Insomniac,Insomniac,2.0,0.6713894,0.74375314,0.6832824
Justin,03:21,I'm actually the PI.,['Defense'],2.0,201.0,204.0,Werewolf,Werewolf,0.0,0.5811845,0.57282376,0.55707514
Mike,03:24,"It means that the three other people at the table with us are bad, by the way.",['Defense'],0.0,204.0,208.0,Seer,Seer,4.0,0.5520594,0.37715852,0.5107413
Mitchell,03:29,How do we get the tanner on our team?,['Interrogation'],0.0,209.0,211.0,Insomniac,Insomniac,2.0,0.5735613,0.6200088,0.5983718
Caitlynn,03:31,"33% chance, you guys fuck this up.",['Defense'],2.0,211.0,213.0,Werewolf,Werewolf,1.0,0.7271017,0.51378816,0.83638763
Mitchell,03:33,Who do you guys want to vote for?,"['Interrogation', 'Call for Action']",0.0,213.0,216.0,Insomniac,Insomniac,2.0,0.7988042,0.6980745,0.847316
Caitlynn,03:38,"Don't think we should vote for me, and here's why-",['Call for Action'],2.0,218.0,225.0,Werewolf,Werewolf,1.0,0.7702369,0.79693377,0.80188984
Mike,03:45,This is not how we play this game.,['Defense'],0.0,225.0,228.0,Seer,Seer,4.0,0.74760056,0.836919,0.8103279
Mitchell,03:48,This isn't like a nightmare. I haven't woken up yet.,['Defense'],0.0,228.0,233.0,Insomniac,Insomniac,2.0,0.80849504,0.79617584,0.87753177
Mitchell,03:53,"Yeah. God damn it. Brad, you have to pick one of these two to vote for. Who would it be?","['Interrogation', 'Call for Action']",0.0,233.0,241.0,Insomniac,Insomniac,2.0,0.70577055,0.7522305,0.728776
Brad,04:01,Oh man.,['No Strategy'],2.0,241.0,243.0,Tanner,Tanner,3.0,0.47530052,0.5660845,0.45673275
Mitchell,04:04,You can't... You're not Brad.,['No Strategy'],0.0,244.0,246.0,Insomniac,Insomniac,2.0,0.5554412,0.4324212,0.55209357
Justin,04:07,I'm the right be vote tell.,['Call for Action'],2.0,247.0,249.0,Werewolf,Werewolf,0.0,0.6975616,0.8262913,0.7437171
Mike,04:09,I like how we're arguing to which-,['No Strategy'],0.0,249.0,251.0,Seer,Seer,4.0,0.56721056,0.56595135,0.6211064
Mitchell,04:13,"Yeah. Caitlynn, if you had to pick out of those two, who would you pick?",[],0.0,253.0,256.0,Insomniac,Insomniac,2.0,0.66886985,0.5804229,0.67688423
Caitlynn,04:16,Justin.,"['Call for Action', 'Evidence']",2.0,256.0,260.0,Werewolf,Werewolf,1.0,0.54424006,0.5754378,0.55866814
Justin,04:21,Justin.,['Call for Action'],2.0,261.0,264.0,Werewolf,Werewolf,0.0,0.70254606,0.8378054,0.7565364
Caitlynn,04:24,"Yep, yep, yep. Checks out, checks out. Yep. Yup. Yup. Yup.",['Defense'],2.0,264.0,266.0,Werewolf,Werewolf,1.0,0.4903379,0.38634327,0.5634707
Mitchell,04:26,Caitlynn would vote for Justin.,['Call for Action'],0.0,266.0,268.0,Insomniac,Insomniac,2.0,0.5376917,0.46069074,0.5016036
Mitchell,04:29,Justin would vote for Justin. Doing the math vote Brad.,['Call for Action'],0.0,269.0,272.0,Insomniac,Insomniac,2.0,0.54659367,0.6811372,0.5498191
Brad,04:32,Are these two of them just Mike.,['Interrogation'],2.0,272.0,275.0,Tanner,Tanner,3.0,0.53227174,0.7158162,0.5649453
Justin,04:36,We could just kill Mitchell and put him out of his misery.,['Call for Action'],2.0,276.0,279.0,Werewolf,Werewolf,0.0,0.64929634,0.19464132,0.65756905
Mitchell,04:39,"No, Tanner, I think we got to vote-","['Call for Action', 'Defense']",0.0,279.0,282.0,Insomniac,Insomniac,2.0,0.5791465,0.5335014,0.6123581
Mitchell,04:46,If-,['No Strategy'],0.0,286.0,288.0,Insomniac,Insomniac,2.0,0.5122938,0.5707723,0.51300657
Mike,04:49,If Justin's a tanner-,['No Strategy'],0.0,289.0,291.0,Seer,Seer,4.0,0.64707905,0.7389578,0.6894937
Mitchell,04:52,"Well he just fucking said his name, imagine it worked.",['No Strategy'],0.0,292.0,295.0,Insomniac,Insomniac,2.0,0.80907214,0.61826146,0.88221395
Mitchell,04:58,Just inception.,['No Strategy'],0.0,298.0,300.0,Insomniac,Insomniac,2.0,0.4941134,0.677914,0.40873265
Justin,05:01,I am going to vote for Mitchell to put him out of his misery though.,['Call for Action'],2.0,301.0,304.0,Werewolf,Werewolf,0.0,0.62594604,0.31971246,0.60748905
Justin,05:04,I want him to come... Can Mitchell at least come with me?,"['Interrogation', 'Defense']",2.0,304.0,307.0,Werewolf,Werewolf,0.0,0.6025191,0.4960084,0.6553873
Mike,05:07,"FYI, werewolves to werewolves out there-",['Accusation'],0.0,307.0,312.0,Seer,Seer,4.0,0.56556046,0.6352206,0.5919231
Mike,05:12,"...if the tanner dies, you lose.",['No Strategy'],0.0,312.0,314.0,Seer,Seer,4.0,0.5541408,0.29087353,0.59333557
Caitlynn,05:14,Yeah.,['No Strategy'],2.0,314.0,316.0,Werewolf,Werewolf,1.0,0.75174576,0.61816645,0.8642367
Justin,05:16,"Yeah. I mean, I'm okay with that. I'm okay with dying and I'm going to just bring with... Mithell...Mitchell with me.","['Call for Action', 'Defense']",2.0,316.0,321.0,Werewolf,Werewolf,0.0,0.75008786,0.68216133,0.80518895
Justin,05:23,"So if someone like let's... If anyone wants... As long as for example, you guys...",['Defense'],2.0,323.0,328.0,Werewolf,Werewolf,0.0,0.705799,0.46753797,0.75797236
Justin,05:29,Yeah. You two vote for Mitchell.,['Call for Action'],2.0,329.0,331.0,Werewolf,Werewolf,0.0,0.7387147,0.58581465,0.7617724
Mitchell,05:32,Vote. I vote Justin. You vote Justin?,['Call for Action'],0.0,332.0,334.0,Insomniac,Insomniac,2.0,0.71869814,0.8048924,0.79589266
Justin,05:36,Yeah.,['Defense'],2.0,336.0,338.0,Werewolf,Werewolf,0.0,0.5508857,0.63531965,0.5194879
Caitlynn,05:40,"Yeah, I'll vote for Justin with you.",['Call for Action'],2.0,340.0,342.0,Werewolf,Werewolf,1.0,0.50605226,0.5618446,0.48828328
Caitlynn,05:42,"Yeah. Cool, cool, cool.",['No Strategy'],2.0,342.0,344.0,Werewolf,Werewolf,1.0,0.58429545,0.8453106,0.6169205
Mitchell,05:45,"Okay, yeah fuck.",['No Strategy'],0.0,345.0,347.0,Insomniac,Insomniac,2.0,0.6208739,0.7621569,0.62180805
Caitlynn,00:37,Sometimes there's disco music in the background. It's fun to dance to.,['No Strategy'],3.0,37.0,58.0,Werewolf,Robber,0.0,0.5662044,0.58655554,0.59317017
Mike,01:00,Just realized. That I did not turn it on for you guys.,['No Strategy'],0.0,60.0,62.0,Werewolf,Werewolf,3.0,0.54578865,0.35081863,0.5335822
Mike,01:02,But it might be loud enough to go through the microphone. So let me know.,['No Strategy'],0.0,62.0,65.0,Werewolf,Werewolf,3.0,0.68085444,0.687524,0.72603494
Mitchell,01:05,Uh E-Lite it says. It's hard to hear.,['No Strategy'],0.0,65.0,67.0,Robber,Werewolf,1.0,0.51840115,0.278513,0.5467526
Mike,01:07,Sounds good. I will move. I'll put it up a little bit. So it actually goes through the sound console this time.,['No Strategy'],0.0,67.0,72.0,Werewolf,Werewolf,3.0,0.5443604,0.6213333,0.5605523
Mitchell,01:12,Hey Aaron.,['No Strategy'],0.0,72.0,74.0,Robber,Werewolf,1.0,0.48690987,0.23551053,0.5240392
Mike,01:14,"All right, so we have five minutes to decide. What did people see? That's boring.",['Interrogation'],0.0,74.0,79.0,Werewolf,Werewolf,3.0,0.5106961,0.39586228,0.4971959
Caitlynn,01:19,I know.,['No Strategy'],3.0,79.0,81.0,Werewolf,Robber,0.0,0.5545873,0.5673084,0.6317125
Alana,01:21,Okay. And what are the chips for? Sorry.,['No Strategy'],0.0,81.0,83.0,Troublemaker,Troublemaker,2.0,0.6140287,0.64214545,0.7276051
Mitchell,01:26,These are nothing but a tool to just help us deduce.,['No Strategy'],0.0,86.0,89.0,Robber,Werewolf,1.0,0.6432992,0.5755187,0.6679641
Mitchell,01:30,"They don't have any functional purpose. I'm not, I'm not a werewolf.",['Defense'],0.0,90.0,93.0,Robber,Werewolf,1.0,0.57862383,0.49658996,0.59757525
Mike,01:33,It's always Mitchell.,['Accusation'],0.0,93.0,95.0,Werewolf,Werewolf,3.0,0.7868581,0.87419593,0.834909
Mitchell,01:35,I am almost always a werewolf.,['No Strategy'],0.0,95.0,97.0,Robber,Werewolf,1.0,0.5302472,0.40690336,0.52936715
Mike,01:38,Hashtag kill Mitchell.,['No Strategy'],0.0,98.0,100.0,Werewolf,Werewolf,3.0,0.7050236,0.8743272,0.760424
Alana,01:40,"It's always you, you're the scapegoat? I like it.",['No Strategy'],0.0,100.0,102.0,Troublemaker,Troublemaker,2.0,0.6784332,0.704529,0.75771034
Alana,01:42,It's normally me. So it's nice to have somebody else that's actually the problem.,['No Strategy'],0.0,102.0,106.0,Troublemaker,Troublemaker,2.0,0.6862082,0.5683044,0.77141
Mike,01:46,"It was good. Oh, okay. I'll just turn it up a little bit. There might, just so there's not as much echo. Cause there's going to be an echo if you hear from both sources.",['No Strategy'],0.0,106.0,114.0,Werewolf,Werewolf,3.0,0.61581993,0.5714339,0.64259076
Mitchell,01:54,"Mike, what were you, how much of a werewolf were you? On a scale from one to werewolf?",['Interrogation'],0.0,114.0,119.0,Robber,Werewolf,1.0,0.6772494,0.4013893,0.6701896
Mike,01:59,"Zero. Because I have some information, but I would like ...",['Defense'],0.0,119.0,122.0,Werewolf,Werewolf,3.0,0.62479484,0.6690729,0.6627
Caitlynn,02:02,On a scale from one to this.,['No Strategy'],3.0,122.0,126.0,Werewolf,Robber,0.0,0.8178529,0.82562745,0.9178121
Mike,02:06,She's actually a werewolf. I'm just saying she's a wolf.,['Accusation'],0.0,126.0,129.0,Werewolf,Werewolf,3.0,0.7725756,0.785113,0.83081996
Caitlynn,02:09,How werewolf were you?,['Interrogation'],3.0,129.0,132.0,Werewolf,Robber,0.0,0.7008039,0.75913095,0.7416599
Alana,02:12,So do we just say what we think we are? Or?,['No Strategy'],0.0,132.0,135.0,Troublemaker,Troublemaker,2.0,0.5011245,0.5597333,0.5618017
Mike,02:15,"Oh, you meant whenever you plays, we got some out louder speakers. So we should be good.",['No Strategy'],0.0,135.0,138.0,Werewolf,Werewolf,3.0,0.5940261,0.6397759,0.6074854
Mitchell,02:18,"Yeah. So there's a timer going down. Yeah, you can say what you are, or you can bluff. You can say something you aren't.",['No Strategy'],0.0,138.0,143.0,Robber,Werewolf,1.0,0.6445135,0.5519155,0.6993617
Mike,02:23,"I have information, but I want to know other people's information, at least a little bit of other people's information first, because I could say that someone's wrong.",['Defense'],0.0,143.0,152.0,Werewolf,Werewolf,3.0,0.6235291,0.31205,0.6348659
Alana,02:32,Okay. I didn't learn anything cause I was the trouble maker. So...,['Identity Declaration'],0.0,152.0,157.0,Troublemaker,Troublemaker,2.0,0.5627592,0.47586218,0.635765
Caitlynn,02:37,Who'd you switch?,['Interrogation'],3.0,157.0,164.0,Werewolf,Robber,0.0,0.62936085,0.6182217,0.697189
Alana,02:44,So if they're the werewolf they are no longer the werewolf.,['No Strategy'],0.0,164.0,166.0,Troublemaker,Troublemaker,2.0,0.47208583,0.32971868,0.5225616
Mike,02:46,"Mitch, you coming out?",['Interrogation'],0.0,166.0,168.0,Werewolf,Werewolf,3.0,0.68309677,0.5577422,0.7543215
Mitchell,02:48,I was a villager.,['Identity Declaration'],0.0,168.0,170.0,Robber,Werewolf,1.0,0.5035,0.53352755,0.4582995
Mitchell,02:50,"Just a plain old, do nothing villager.",['Identity Declaration'],0.0,170.0,172.0,Robber,Werewolf,1.0,0.6334156,0.46154326,0.6767814
Mike,02:52,"Well, I was a werewolf.",['Identity Declaration'],0.0,172.0,176.0,Werewolf,Werewolf,3.0,0.57322794,0.6412592,0.5893623
Mitchell,02:59,I robbed from Caitlynn.,['Evidence'],0.0,179.0,181.0,Robber,Werewolf,1.0,0.71950996,0.8123647,0.7495075
Alana,03:01,"Wait, if you were the werewolf and I switched you ...",['No Strategy'],0.0,181.0,183.0,Troublemaker,Troublemaker,2.0,0.64634776,0.5330681,0.70864403
Mitchell,03:03,And you know what the consequences of that are if you were werewolf.,['No Strategy'],0.0,183.0,186.0,Robber,Werewolf,1.0,0.7484159,0.5486551,0.8269481
Mitchell,03:07,Yes. She was. Can confirm.,['Accusation'],0.0,187.0,191.0,Robber,Werewolf,1.0,0.7253234,0.74556863,0.757405
Caitlynn,03:11,Which means that.,['No Strategy'],3.0,191.0,193.0,Werewolf,Robber,0.0,0.7028236,0.48123693,0.74540925
Mitchell,03:14,Which I robbed first. Then it was swapped. So I became the werewolf. Then she swapped us. So you're now the werewolf.,['Evidence'],0.0,194.0,200.0,Robber,Werewolf,1.0,0.6986693,0.41233253,0.68531865
Mike,03:20,So we're both werewolves.,['Interrogation'],0.0,200.0,202.0,Werewolf,Werewolf,3.0,0.77203697,0.48315415,0.87113655
Mitchell,03:22,Nope. Caitlynn's a werewolf. I didn't swap. Caitlynn's a werewolf. So we got to vote for Caitlynn. Right Mike?,"['Accusation', 'Call for Action']",0.0,202.0,208.0,Robber,Werewolf,1.0,0.8457588,0.7109542,0.93538874
Alana,03:28,"I think I understand. It all happened at once, but.",['No Strategy'],0.0,208.0,212.0,Troublemaker,Troublemaker,2.0,0.6785202,0.5993271,0.7785849
Mitchell,03:32,So cause I never actually did rob.,['Evidence'],0.0,212.0,215.0,Robber,Werewolf,1.0,0.7332231,0.75233704,0.8145199
Mitchell,03:39,So I think we have to vote for Caitlynn at this point.,['Call for Action'],0.0,219.0,221.0,Robber,Werewolf,1.0,0.697039,0.7516837,0.7326876
Mitchell,03:43,Because that's the only thing that makes sense to me.,['No Strategy'],0.0,223.0,225.0,Robber,Werewolf,1.0,0.6559458,0.47483638,0.6936846
Mike,03:45,Definitely.,['No Strategy'],0.0,225.0,227.0,Werewolf,Werewolf,3.0,0.75987977,0.74078095,0.80807775
Alana,03:47,"Yeah, it's a little late, but I think I followed the train of logic a little bit. So are we doing the pointing or no?",['No Strategy'],0.0,227.0,232.0,Troublemaker,Troublemaker,2.0,0.6029544,0.64441144,0.6945556
Alana,00:02,"Oh, I didn't look.",['No Strategy'],0.0,2.0,11.0,Robber,Seer,2.0,0.54787475,0.5045261,0.56930584
Caitlynn,00:11,This is really distorted.,['No Strategy'],0.0,11.0,14.0,Seer,Werewolf,0.0,0.66439766,0.76763874,0.7076301
Mike,00:14,"Yeah, I'm going to turn it down a little bit. I'm not looking at the screen.",['No Strategy'],0.0,14.0,61.0,Troublemaker,Troublemaker,3.0,0.52426445,0.45653835,0.49279138
Alana,01:01,Anybody actually tried to wake up a drunk. It's not easy.,['No Strategy'],0.0,61.0,67.0,Robber,Seer,2.0,0.7134027,0.606627,0.7620377
Alana,01:07,Okay.,['No Strategy'],0.0,67.0,70.0,Robber,Seer,2.0,0.5853288,0.54120314,0.6701451
Alana,01:10,Now I'm going to pay a lot more attention to people.,['No Strategy'],0.0,70.0,72.0,Robber,Seer,2.0,0.59729373,0.64137584,0.6284914
Mitchell,01:13,OCBrad says that this is going to be good.,['No Strategy'],0.0,73.0,76.0,Werewolf,Robber,1.0,0.54111284,0.60275537,0.57217455
Mitchell,01:18,What's happening? All right.,['No Strategy'],0.0,78.0,81.0,Werewolf,Robber,1.0,0.64211905,0.6275798,0.6658206
Alana,01:21,"It's going to be me, isn't it? It's probably going to be me.",['No Strategy'],0.0,81.0,83.0,Robber,Seer,2.0,0.58178747,0.4127473,0.6716072
Mike,01:23,I don't know. Does the wood work with this overlay?,['No Strategy'],0.0,83.0,87.0,Troublemaker,Troublemaker,3.0,0.5539324,0.2866156,0.5580369
Mitchell,01:28,"Yeah, wood?",['No Strategy'],0.0,88.0,90.0,Werewolf,Robber,1.0,0.6571447,0.7069895,0.7181176
